session_id_a,platform_a,session_id_b,platform_b,global_uid,expected_method,match_features
A_sess_00161_1f02fe27,A,B_sess_00162_f5e69e9d,B,global_1da5ae073eb24cc3,deterministic,"{""ip_range"": ""10.82.80.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""d966caa485849c5e7ab09ec0b58fc7ee947c22e6b31030a77baa64cd586f1f0b""}"
A_sess_00163_37406745,A,B_sess_00164_c93aa3bd,B,global_299b027fe3414acf,deterministic,"{""ip_range"": ""10.52.81.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": ""178a743cc02d6718e509f5437721e351508b29cc0cb5fe4d2053772363fb90d3""}"
A_sess_00165_a6421eec,A,B_sess_00166_c1b993f3,B,global_827d13e5a7a14ac1,deterministic,"{""ip_range"": ""10.142.82.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""ff9614b9b407f72756f5f5f24a832302766ee5f479dd1a67656b471a897e2f52""}"
A_sess_00167_3fa5878d,A,B_sess_00168_71f707d9,B,global_712889c07997487d,deterministic,"{""ip_range"": ""10.29.83.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": ""a7be2c6249d36fb42d321bd222bc2a2e2a76ceb7911e359ff8406287ecd44161""}"
A_sess_00169_a805fce4,A,B_sess_00170_80700504,B,global_a1428776ca2247e7,deterministic,"{""ip_range"": ""10.155.84.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""7acf7f0990aebdee73a11416012a8de31264b308adefa3128d114e8e0cb10203""}"
A_sess_00171_dda9129a,A,B_sess_00172_04345391,B,global_54c3723398fc4592,deterministic,"{""ip_range"": ""10.99.85.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""dd60a2f98e493568e437eb15c74336dbd5249b6988f70b6adbc94ad680978771""}"
A_sess_00173_74fad9e1,A,B_sess_00174_97d92eb2,B,global_ef8be7a21a284179,deterministic,"{""ip_range"": ""10.168.86.0/16"", ""device_type"": ""desktop"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""7f4a360b151ce054e565f1832324958e875f9af9d5deb004e49872515be81df9""}"
A_sess_00175_8d300ccd,A,B_sess_00176_64410c8f,B,global_ee184e8486f64a1b,deterministic,"{""ip_range"": ""10.202.87.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""be4abe49b4710c2ec386b740061828395b93e91225a051530f0bfde3b5e175eb""}"
A_sess_00177_230dd708,A,B_sess_00178_675a3870,B,global_064e8ada888f4715,deterministic,"{""ip_range"": ""10.2.88.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Osaka"", ""location_country"": ""JP"", ""hashed_email"": ""99818d940a0f241960ea23469a5f06032b1595c3d4b48bfcf6da1f16ee6c3295""}"
A_sess_00179_ab18f37e,A,B_sess_00180_d2e898dd,B,global_5d46e7315df2419a,deterministic,"{""ip_range"": ""10.112.89.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""00c697dce7efc76ceaa0fb584bb81f506bf326d4f8f85c03d40043a99cc30895""}"
A_sess_00181_5f4922de,A,B_sess_00182_fe1d84a3,B,global_37a94e1f4c6e4a70,deterministic,"{""ip_range"": ""10.160.90.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": ""70eb98b16def19c104ec25cc00f7b110d06dc94625020d1c5f2aae332b3c839e""}"
A_sess_00183_eee6169c,A,B_sess_00184_544eb149,B,global_91d0712611c948df,deterministic,"{""ip_range"": ""10.117.91.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""9c7fc1c63f313f650227d21d7281153fd806ac8b6e62e287f4d8cfeff067e397""}"
A_sess_00185_26419af7,A,B_sess_00186_dcae3d71,B,global_1f2024806e1c471a,deterministic,"{""ip_range"": ""10.236.92.0/24"", ""device_type"": ""mobile"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""90beca4db5fb46e5b26b23bd2491bedabc2210fa2d1e2877a2e1af5afa8ce517""}"
A_sess_00187_e94ffc9e,A,B_sess_00188_f9b3b2e1,B,global_c81ca226f9e94f04,deterministic,"{""ip_range"": ""10.13.93.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Osaka"", ""location_country"": ""JP"", ""hashed_email"": ""7271829709f77a66a6035d0d9a0536a7031d7802082c000851bcd1abf3b39e42""}"
A_sess_00189_838ddd41,A,B_sess_00190_d42cb6e6,B,global_2c1d18680c8c4b4f,deterministic,"{""ip_range"": ""10.28.94.0/24"", ""device_type"": ""desktop"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""f3a448d411e66577b31add1d43d9c2c3a1ad38de552f7a915ab3750faf4e6b3b""}"
A_sess_00191_817c1a73,A,B_sess_00192_8343dce3,B,global_04a8738cc66a4b79,deterministic,"{""ip_range"": ""10.36.95.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""f7ec3fba7e3a2f66ec42ade36f814b945f1ad6623dfe983afebe0100275e2303""}"
A_sess_00193_6aeb52a7,A,B_sess_00194_5f5b627d,B,global_de0160c69e904113,deterministic,"{""ip_range"": ""10.92.96.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Seoul"", ""location_country"": ""KR"", ""hashed_email"": ""948f137e0e722e0c3f164f7ea3968956d79714dca04d7aff37875ed830d73ec2""}"
A_sess_00195_2c26d30d,A,B_sess_00196_c9d88746,B,global_e99a90c674eb4b49,deterministic,"{""ip_range"": ""10.126.97.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": ""f6695dd801724ab4426b5782ab2f0c80ed5b0dde35b75b64095aa765d8ce904f""}"
A_sess_00197_ec6de73f,A,B_sess_00198_03acb114,B,global_9a60eed0f3de4f17,deterministic,"{""ip_range"": ""10.139.98.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Toronto"", ""location_country"": ""CA"", ""hashed_email"": ""5467eae6652262af7dbe80bac9759467fbc0f50e0672bc4d4c93b1b1c103bc81""}"
A_sess_00199_bdeccdef,A,B_sess_00200_9163125a,B,global_6b0d5757922c4451,deterministic,"{""ip_range"": ""10.105.99.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Munich"", ""location_country"": ""DE"", ""hashed_email"": ""447cbe05670939394cdb3f451b00e0c04f627c57703fdfa27bec2a5e619ffee5""}"
A_sess_00201_dcce6195,A,B_sess_00202_47dca6ed,B,global_6a546f45b28f4817,deterministic,"{""ip_range"": ""10.106.100.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Sydney"", ""location_country"": ""AU"", ""hashed_email"": ""c5b2ace22966094b60fa7f00e45c93f475971fad20139c8e06fbf41c83876b07""}"
A_sess_00203_439aa6ad,A,B_sess_00204_954aad16,B,global_f5e031971d134fa1,deterministic,"{""ip_range"": ""10.207.101.0/24"", ""device_type"": ""tablet"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""e4c47fdad9e2d583aa74d9a1c593e38ecdd9be7646149aabb94eeba16dfb6741""}"
A_sess_00205_21330901,A,B_sess_00206_a48a6223,B,global_f6f187bf8cad4fdf,deterministic,"{""ip_range"": ""10.233.102.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Amsterdam"", ""location_country"": ""NL"", ""hashed_email"": ""e4c80adebf7e40faf21b922f6a9e1367c146b17d1e8b4ac70cce4d08ac505959""}"
A_sess_00207_60ef6200,A,B_sess_00208_b8492adb,B,global_56f4e663235e4c60,deterministic,"{""ip_range"": ""10.149.103.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""06d6989e85f38fa026c48d954cf09eb0c13fb4a8a375a623c196b0275b62a8b0""}"
A_sess_00209_7e1984c9,A,B_sess_00210_68200a10,B,global_9eb8948dcc3744ba,deterministic,"{""ip_range"": ""10.12.104.0/16"", ""device_type"": ""desktop"", ""location_city"": ""New York"", ""location_country"": ""US"", ""hashed_email"": ""dcc4abbc8059fc114136f7c100149446b56f4de21ebe6220b66b75da4972957e""}"
A_sess_00211_b4065be2,A,B_sess_00212_8a220d13,B,global_cda5d54255504104,deterministic,"{""ip_range"": ""10.225.105.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": ""8b331a100389c1137ecd12ca9b31cfd08702614307cfb9cdcdc1ca4ec459341f""}"
A_sess_00213_a9ee7156,A,B_sess_00214_6b618098,B,global_0d4c7c2eabd441de,deterministic,"{""ip_range"": ""10.28.106.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""50c61f336ff121fb2173c1affdda1dbbbeb26f9c3260e3fcb2a7ed9a1bd39ca3""}"
A_sess_00215_07671a97,A,B_sess_00216_8247eba1,B,global_244df80db5434135,deterministic,"{""ip_range"": ""10.183.107.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": ""5efe10dda5ec783a512a0a349c82c136b31118aa64964957b99ffd01d8aa5575""}"
A_sess_00217_3b5e5606,A,B_sess_00218_125f2efb,B,global_a14ee0af27b04d84,deterministic,"{""ip_range"": ""10.67.108.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Toronto"", ""location_country"": ""CA"", ""hashed_email"": ""c3cb063be55305a305cfa7d01327420e874cdfc788ca5ef7e8284b792e61810d""}"
A_sess_00219_0fa47840,A,B_sess_00220_cd1172b4,B,global_d451f423da7e4735,deterministic,"{""ip_range"": ""10.61.109.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""aa202bb969da54f63902b5ee58c79ab9057815957bf12f1dea0fe207c782c99c""}"
A_sess_00221_d81fb583,A,B_sess_00222_33e12987,B,global_3e1e663669fc431a,deterministic,"{""ip_range"": ""10.179.110.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""90b0785b601f5bd0d9b042b57435daa4fd80e7a7da66cf5b2f7a1d62c5cf7941""}"
A_sess_00223_17758dd1,A,B_sess_00224_e06d067f,B,global_16b5dbe6a4a242ec,deterministic,"{""ip_range"": ""10.143.111.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""70b235382a84d63f7026dcad27f1b034aa44244330c23066e77a65aa3edd7207""}"
A_sess_00225_2bc0da4b,A,B_sess_00226_a9711a4a,B,global_a562cdebb87a496d,deterministic,"{""ip_range"": ""10.93.112.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Osaka"", ""location_country"": ""JP"", ""hashed_email"": ""c72c793cb3b68fcfdd8af0774aaea224b3ae91787331828f2eb14dd00e9d2d6e""}"
A_sess_00227_4cfccd9a,A,B_sess_00228_44700a64,B,global_f1258c30905e49f0,deterministic,"{""ip_range"": ""10.54.113.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""684d3442b081573f8272bfa24f229e58a6702f18239b735c3b4dd73f662747bb""}"
A_sess_00229_0f86934c,A,B_sess_00230_3eae1292,B,global_fe7907ac50014050,deterministic,"{""ip_range"": ""10.221.114.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": ""eef8ef2c12cb263b10352ce6ffd9e2d6d018de6927c1569b9cf010fe31cfc87b""}"
A_sess_00231_264d0392,A,B_sess_00232_79f0eaf8,B,global_061a51cc81fa4c87,deterministic,"{""ip_range"": ""10.73.115.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""fae7b91b0a8b075e59a93ae1c637951d9816e69f0a377da8850fa7c1662b8ab7""}"
A_sess_00233_d33e6fff,A,B_sess_00234_e8c50abb,B,global_3a5c88f58b7b408b,deterministic,"{""ip_range"": ""10.199.116.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": ""b386acd1932ac7aff74ec228500d733502b978da0123a9c0baa5df15fd0b7582""}"
A_sess_00235_b662d7b6,A,B_sess_00236_d285f500,B,global_f4dc454cf2654437,deterministic,"{""ip_range"": ""10.16.117.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Osaka"", ""location_country"": ""JP"", ""hashed_email"": ""6b8d62441d7870635eafcfeef692aeae24220e4ae2db94ee31460cdf03e500af""}"
A_sess_00237_dd681b76,A,B_sess_00238_ff08d0e7,B,global_5e597dfa4da0433b,deterministic,"{""ip_range"": ""10.139.118.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""b76541ff6dcdb71c8703a7106f7c03bdf5610b8baebe00c389b5638d42336111""}"
A_sess_00239_b5f82959,A,B_sess_00240_b07f5424,B,global_88e67b8bcd3b45cd,deterministic,"{""ip_range"": ""10.50.119.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": ""c30c13cce7ec6f3dec4c3e26e8147da219f99d2534935a230969cb76a4d73051""}"
A_sess_00241_c5cc5136,A,B_sess_00242_6e335446,B,global_22f5ea3ffb5d463c,deterministic,"{""ip_range"": ""10.192.120.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Seoul"", ""location_country"": ""KR"", ""hashed_email"": ""c1c02c5a9fc94fbbb2105214cfee2f246974f16d2d90d75eaa180d9ab14c4e32""}"
A_sess_00243_eccda947,A,B_sess_00244_13876d07,B,global_0dd5f27bfa614429,deterministic,"{""ip_range"": ""10.60.121.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Sydney"", ""location_country"": ""AU"", ""hashed_email"": ""6fe4bcc2ceb851fc5012ed30cbea3a6722e443c06b3e604c75bf72a253b4f993""}"
A_sess_00245_4075d0d1,A,B_sess_00246_71081c9d,B,global_8a548bee55bf4721,deterministic,"{""ip_range"": ""10.223.122.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""30165144917a8463262f3e1cda0e23e5b21564ddc4c0b43ecfac3dded9be3c79""}"
A_sess_00247_e0f48f3e,A,B_sess_00248_a6c3907a,B,global_cad9851f0f3c44ad,deterministic,"{""ip_range"": ""10.198.123.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": ""a775f583c6c6f37b088a3b06b1179fc7c7e81416099f7e8d46d090482498f0bd""}"
A_sess_00249_99262e1f,A,B_sess_00250_b81e7cab,B,global_af44749aa24a4e95,deterministic,"{""ip_range"": ""10.97.124.0/16"", ""device_type"": ""tablet"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""f1eb199ad95ee612af4e9415e40a5a265b570f67fa6a9f027c17b0e821e2e466""}"
A_sess_00251_7e646a55,A,B_sess_00252_88a79f30,B,global_00ed7af24d4d4029,deterministic,"{""ip_range"": ""10.48.125.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Seoul"", ""location_country"": ""KR"", ""hashed_email"": ""92f314ba12df0a3dd9bf772a78d7da839cd8f133f654fcdfd623bd7423fecbae""}"
A_sess_00253_7be7d7f1,A,B_sess_00254_16c3de4b,B,global_ad2ba7cfe3964241,deterministic,"{""ip_range"": ""10.80.126.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Berlin"", ""location_country"": ""DE"", ""hashed_email"": ""747a66471c1a913b57e2e4ce166d3223fa40b4ed59708829983ebaa7fb7dcbdb""}"
A_sess_00255_8012a367,A,B_sess_00256_93391937,B,global_905a9c3b5b7048d3,deterministic,"{""ip_range"": ""10.183.127.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""fb748c99e6cda79ab7c07a9eb0e45207998a25b50b6a0143e99bb4f529828fa6""}"
A_sess_00257_c6b7dc8d,A,B_sess_00258_042ccead,B,global_4280ee9f48d24c5e,deterministic,"{""ip_range"": ""10.109.128.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""215ec3b39c53f36772ae80ced28d532703f2a98794adc005af9fd27194ac3196""}"
A_sess_00259_bdd6096f,A,B_sess_00260_807e857f,B,global_a97629994db94d6e,deterministic,"{""ip_range"": ""10.145.129.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Manchester"", ""location_country"": ""GB"", ""hashed_email"": ""d7e298e19dd297587d2a0fdcd9b1c021a4bd63b48441473dcfaea096adc15b59""}"
A_sess_00261_a7c0241d,A,B_sess_00262_082c0680,B,global_adfd0b2102624351,deterministic,"{""ip_range"": ""10.105.130.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""6bfa778444b4240163be05a21664b4cfc25b7423263b494b08bc555e37bdb05a""}"
A_sess_00263_045a6988,A,B_sess_00264_dbf40281,B,global_65f08f8892bf489a,deterministic,"{""ip_range"": ""10.124.131.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""5d28c8008dff6be1b4c859b2be76f40538b2b510f86c7221897a22d383861b32""}"
A_sess_00265_31f8a607,A,B_sess_00266_8494f490,B,global_d12892b658164bc8,deterministic,"{""ip_range"": ""10.166.132.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""d5066b03b411ee62b3188581688d0adab4d49a60c7acd5246e15c5a714b708ee""}"
A_sess_00267_00345ce0,A,B_sess_00268_ad7491f7,B,global_f3705d1adeee4a44,deterministic,"{""ip_range"": ""10.56.133.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""835390aa970bfd5356e4dde32d8fa9e834bb9c9f8f9a00ec747ea1e066d5c6b7""}"
A_sess_00269_eb26f821,A,B_sess_00270_bfb19bd5,B,global_0d3cc6210a4142fd,deterministic,"{""ip_range"": ""10.50.134.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Osaka"", ""location_country"": ""JP"", ""hashed_email"": ""e91366bef1728fa3116fe699c9e3507112f43aab0e3f1e47afef82559645344c""}"
A_sess_00271_06766f94,A,B_sess_00272_63a146ac,B,global_b2d0067916564b60,deterministic,"{""ip_range"": ""10.117.135.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""d8ca5c1be60469018754046aabfe08fabf2d06dabbce6b7bf5faaa1b23cf08d1""}"
A_sess_00273_57f7814c,A,B_sess_00274_4f4ed85a,B,global_79af3e1b480f47aa,deterministic,"{""ip_range"": ""10.88.136.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Toronto"", ""location_country"": ""CA"", ""hashed_email"": ""a2c4b02dc9cf7c271944c57ce84950ff88c18ac8660d9983dd1d71d138356628""}"
A_sess_00275_96853910,A,B_sess_00276_96eb66bb,B,global_54c1b275f8e541c2,deterministic,"{""ip_range"": ""10.184.137.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""1375099b2f668a3742d8e51d10622cabc9e328a6a102ea6d2ffff50f45946f1a""}"
A_sess_00277_49269424,A,B_sess_00278_f5161b18,B,global_f50cc8cf3dc74052,deterministic,"{""ip_range"": ""10.99.138.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""c5f3fd3efe2b4d31add859a8ac131fc985c7fa1a0488611600b1aa5f2c310178""}"
A_sess_00279_4db6747b,A,B_sess_00280_f19bf75c,B,global_563af3d1847f4a5f,deterministic,"{""ip_range"": ""10.63.139.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Chicago"", ""location_country"": ""US"", ""hashed_email"": ""adc9682bca20563fd3e198191b17a68aa0c5821465e71305796498026077868d""}"
A_sess_00281_8205ae36,A,B_sess_00282_03d6181b,B,global_f2461fbfde0a488a,deterministic,"{""ip_range"": ""10.233.140.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": ""7f98427e2b3ea9779d53ce2da91de031032f9969bad914547c606bfeaa52b7c1""}"
A_sess_00283_b8977798,A,B_sess_00284_f6454761,B,global_9e373f76ab7549b8,deterministic,"{""ip_range"": ""10.136.141.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""d1156895ec4c802e86e723db82cbbedeecb982c6231b99e57473d3ff5e7d9537""}"
A_sess_00285_ea5b564a,A,B_sess_00286_3d55b25e,B,global_d928abe9c0944448,deterministic,"{""ip_range"": ""10.15.142.0/16"", ""device_type"": ""mobile"", ""location_city"": ""New York"", ""location_country"": ""US"", ""hashed_email"": ""fb347acfa2c6323ec4a6a4c8d04b85c2ab0654f978ffabd606bb6865045df66d""}"
A_sess_00287_b621fef1,A,B_sess_00288_597d8ef8,B,global_416f1f6f544b40d5,deterministic,"{""ip_range"": ""10.100.143.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": ""bedd7a6ccc0af719bf058a085d8846eefabff6a8c1604108714b679290e179cc""}"
A_sess_00289_37bddb4c,A,B_sess_00290_c73f6b24,B,global_1a17460546594bec,deterministic,"{""ip_range"": ""10.180.144.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""1d994f150348ff4c46888958dfb48c0b62207744ea3f63ec96015c7a7e6dbf1e""}"
A_sess_00291_b4270256,A,B_sess_00292_765d5269,B,global_524b2bd4adbe4c25,deterministic,"{""ip_range"": ""10.126.145.0/16"", ""device_type"": ""mobile"", ""location_city"": ""New York"", ""location_country"": ""US"", ""hashed_email"": ""27e0a61bc8acc74b21a9ee426d5dea96f1a16d4223223ab370398ecd699fce0c""}"
A_sess_00293_25ddda99,A,B_sess_00294_ba3b8658,B,global_3f2182f742664d10,deterministic,"{""ip_range"": ""10.30.146.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Chicago"", ""location_country"": ""US"", ""hashed_email"": ""9e717866e1b8121b5bf18d952dbb27e72d322aebf8a143885cfdf24f1a4eaeba""}"
A_sess_00295_52abe778,A,B_sess_00296_eaa0d1bd,B,global_28db593068a749b8,deterministic,"{""ip_range"": ""10.164.147.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Berlin"", ""location_country"": ""DE"", ""hashed_email"": ""65f3f40242e411a27f02e63cbd1bab9fdae23b162f57948dd56abea41661356f""}"
A_sess_00297_e36a7acd,A,B_sess_00298_04227bfb,B,global_019e3925f94246af,deterministic,"{""ip_range"": ""10.166.148.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": ""dbfcc2fb76e331e35dcfc8e2f8da831850b12f33600fe0c41dbbf1e8485b3f0e""}"
A_sess_00299_ea6ddd62,A,B_sess_00300_5e6cc7f5,B,global_8e36ce58f4644bc8,deterministic,"{""ip_range"": ""10.72.149.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Amsterdam"", ""location_country"": ""NL"", ""hashed_email"": ""571647c833c8ae9d9d60d52cb996d13b88afe57efe82bd738a4df0e2d3069794""}"
A_sess_00301_fd163199,A,B_sess_00302_cb93dd06,B,global_9e583ab5508942c4,deterministic,"{""ip_range"": ""10.178.150.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Seoul"", ""location_country"": ""KR"", ""hashed_email"": ""750e05572c776e7d8b971a720cf35c22b5df15515f87358f8ec17f7cb2100ded""}"
A_sess_00303_fc4050e2,A,B_sess_00304_bddf7a45,B,global_c9ca01a1f6474328,deterministic,"{""ip_range"": ""10.228.151.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""c184944b4a6ea97ed4f49defafd6deaeb5d5570b8c05dda8ea947ccad9566550""}"
A_sess_00305_eb474402,A,B_sess_00306_7966c658,B,global_9f2ece16615542a4,deterministic,"{""ip_range"": ""10.71.152.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": ""00e66db4104cbbea51d53d445ffc5a6afc8e8459535e98cb8b822b0ba5374ada""}"
A_sess_00307_c7ab1987,A,B_sess_00308_a4945ac0,B,global_580b813cfee7412a,deterministic,"{""ip_range"": ""10.67.153.0/24"", ""device_type"": ""tablet"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""3eef06493e19027051971950c737b735f6c19fa70ca239e5e964be851a87e1d5""}"
A_sess_00309_6492ee69,A,B_sess_00310_a6322b2a,B,global_929bab7facf44ce4,deterministic,"{""ip_range"": ""10.177.154.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""e2243ebf6d2072099048141927e23696471dd1090be9f157063285481b1c6a96""}"
A_sess_00311_c6f8d01b,A,B_sess_00312_14c82832,B,global_b724555ad64148f4,deterministic,"{""ip_range"": ""10.95.155.0/24"", ""device_type"": ""desktop"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""84645eff2c349f19bfe9b708fff5fbc0cb2eb8121fdc7ab05e6991751ec93b55""}"
A_sess_00313_93bf3a51,A,B_sess_00314_001fdead,B,global_6b48519191cb48a7,deterministic,"{""ip_range"": ""10.214.156.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Berlin"", ""location_country"": ""DE"", ""hashed_email"": ""8195a3ed7dc1a93bb0c3567761dd0bc93afbec87d90cc329bb67c4ee42039d08""}"
A_sess_00315_31c58bbd,A,B_sess_00316_47036e0e,B,global_3ed9300e0b734dee,deterministic,"{""ip_range"": ""10.197.157.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Chicago"", ""location_country"": ""US"", ""hashed_email"": ""67b8087dd5fceb6e149401d652cc54ec099d104784373471f571f21c84ef983a""}"
A_sess_00317_21d7c8a1,A,B_sess_00318_227688de,B,global_e616e71dd84a4841,deterministic,"{""ip_range"": ""10.109.158.0/16"", ""device_type"": ""mobile"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""d34966173129876518604476692eba8f57199b5e3bbcb0c2a000471b8a400cc5""}"
A_sess_00319_6c28a783,A,B_sess_00320_dd3bb79b,B,global_846bf4cd42174d4f,deterministic,"{""ip_range"": ""10.136.159.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": ""e468fef0a886452c009c67d70e6ad410e02d63aad22adfb118374ffecf0248d1""}"
A_sess_00321_d8de05f6,A,B_sess_00322_8ae5e7a9,B,global_d6028be63da84a09,deterministic,"{""ip_range"": ""10.230.160.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Berlin"", ""location_country"": ""DE"", ""hashed_email"": ""a339324a729adc834487d07b6188be286e22c4c94055c6e6b8fda2010e9dff9e""}"
