session_id_a,platform_a,session_id_b,platform_b,global_uid,expected_method,match_features
A_sess_00161_6ca3e5df,A,B_sess_00162_a7226577,B,global_9eb9e79e01ea41cf,deterministic,"{""ip_range"": ""10.82.80.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""d966caa485849c5e7ab09ec0b58fc7ee947c22e6b31030a77baa64cd586f1f0b""}"
A_sess_00163_4496235e,A,B_sess_00164_95b62426,B,global_bdd42033da694f45,deterministic,"{""ip_range"": ""10.52.81.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": ""178a743cc02d6718e509f5437721e351508b29cc0cb5fe4d2053772363fb90d3""}"
A_sess_00165_973283e0,A,B_sess_00166_4d947745,B,global_dd3f311607ec4987,deterministic,"{""ip_range"": ""10.142.82.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""ff9614b9b407f72756f5f5f24a832302766ee5f479dd1a67656b471a897e2f52""}"
A_sess_00167_18d907e3,A,B_sess_00168_ca55d793,B,global_a50041ea27674493,deterministic,"{""ip_range"": ""10.29.83.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": ""a7be2c6249d36fb42d321bd222bc2a2e2a76ceb7911e359ff8406287ecd44161""}"
A_sess_00169_418e50e4,A,B_sess_00170_9283f53b,B,global_cbaf9d1376194223,deterministic,"{""ip_range"": ""10.155.84.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""7acf7f0990aebdee73a11416012a8de31264b308adefa3128d114e8e0cb10203""}"
A_sess_00171_3696c975,A,B_sess_00172_4b5c130c,B,global_2600241cf31e4e66,deterministic,"{""ip_range"": ""10.99.85.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""dd60a2f98e493568e437eb15c74336dbd5249b6988f70b6adbc94ad680978771""}"
A_sess_00173_8e008ae0,A,B_sess_00174_d6f8b990,B,global_6654738805864ffd,deterministic,"{""ip_range"": ""10.168.86.0/16"", ""device_type"": ""desktop"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""7f4a360b151ce054e565f1832324958e875f9af9d5deb004e49872515be81df9""}"
A_sess_00175_4e1b30b3,A,B_sess_00176_99127748,B,global_f6b94af75a2c45b5,deterministic,"{""ip_range"": ""10.202.87.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""be4abe49b4710c2ec386b740061828395b93e91225a051530f0bfde3b5e175eb""}"
A_sess_00177_db7446a8,A,B_sess_00178_04977d76,B,global_cc406c43b78343a2,deterministic,"{""ip_range"": ""10.2.88.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Osaka"", ""location_country"": ""JP"", ""hashed_email"": ""99818d940a0f241960ea23469a5f06032b1595c3d4b48bfcf6da1f16ee6c3295""}"
A_sess_00179_cb6eed24,A,B_sess_00180_eb9fd6ee,B,global_7e9f831b48b34658,deterministic,"{""ip_range"": ""10.112.89.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""00c697dce7efc76ceaa0fb584bb81f506bf326d4f8f85c03d40043a99cc30895""}"
A_sess_00181_66a9fd6d,A,B_sess_00182_7b25583d,B,global_670f8778f4f4458f,deterministic,"{""ip_range"": ""10.160.90.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": ""70eb98b16def19c104ec25cc00f7b110d06dc94625020d1c5f2aae332b3c839e""}"
A_sess_00183_55c99bb5,A,B_sess_00184_685776e2,B,global_51685e932ed344d7,deterministic,"{""ip_range"": ""10.117.91.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""9c7fc1c63f313f650227d21d7281153fd806ac8b6e62e287f4d8cfeff067e397""}"
A_sess_00185_eee67459,A,B_sess_00186_8d5e2c69,B,global_c67e2d99669b4aae,deterministic,"{""ip_range"": ""10.236.92.0/24"", ""device_type"": ""mobile"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""90beca4db5fb46e5b26b23bd2491bedabc2210fa2d1e2877a2e1af5afa8ce517""}"
A_sess_00187_4382ad47,A,B_sess_00188_91556d6f,B,global_dbbf59c5f52d4682,deterministic,"{""ip_range"": ""10.13.93.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Osaka"", ""location_country"": ""JP"", ""hashed_email"": ""7271829709f77a66a6035d0d9a0536a7031d7802082c000851bcd1abf3b39e42""}"
A_sess_00189_619312bd,A,B_sess_00190_a492407f,B,global_403259ea5a964dd2,deterministic,"{""ip_range"": ""10.28.94.0/24"", ""device_type"": ""desktop"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""f3a448d411e66577b31add1d43d9c2c3a1ad38de552f7a915ab3750faf4e6b3b""}"
A_sess_00191_bf99f0d8,A,B_sess_00192_4a8a98e4,B,global_b0d31249267a4d69,deterministic,"{""ip_range"": ""10.36.95.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""f7ec3fba7e3a2f66ec42ade36f814b945f1ad6623dfe983afebe0100275e2303""}"
A_sess_00193_1931b5cd,A,B_sess_00194_d36acbdc,B,global_cd3bca357d74437a,deterministic,"{""ip_range"": ""10.92.96.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Seoul"", ""location_country"": ""KR"", ""hashed_email"": ""948f137e0e722e0c3f164f7ea3968956d79714dca04d7aff37875ed830d73ec2""}"
A_sess_00195_61e63adf,A,B_sess_00196_ceedbfdd,B,global_f5c4689ea9e44e9c,deterministic,"{""ip_range"": ""10.126.97.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": ""f6695dd801724ab4426b5782ab2f0c80ed5b0dde35b75b64095aa765d8ce904f""}"
A_sess_00197_92dc92cb,A,B_sess_00198_cdaf9abf,B,global_277e09592cc74009,deterministic,"{""ip_range"": ""10.139.98.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Toronto"", ""location_country"": ""CA"", ""hashed_email"": ""5467eae6652262af7dbe80bac9759467fbc0f50e0672bc4d4c93b1b1c103bc81""}"
A_sess_00199_2ee61b5e,A,B_sess_00200_f444d5de,B,global_791e470e175946e1,deterministic,"{""ip_range"": ""10.105.99.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Munich"", ""location_country"": ""DE"", ""hashed_email"": ""447cbe05670939394cdb3f451b00e0c04f627c57703fdfa27bec2a5e619ffee5""}"
A_sess_00201_f9bbc308,A,B_sess_00202_087367bb,B,global_98fa654ecdf54ddf,deterministic,"{""ip_range"": ""10.106.100.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Sydney"", ""location_country"": ""AU"", ""hashed_email"": ""c5b2ace22966094b60fa7f00e45c93f475971fad20139c8e06fbf41c83876b07""}"
A_sess_00203_b6403521,A,B_sess_00204_04a67400,B,global_aef107f8179744a0,deterministic,"{""ip_range"": ""10.207.101.0/24"", ""device_type"": ""tablet"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""e4c47fdad9e2d583aa74d9a1c593e38ecdd9be7646149aabb94eeba16dfb6741""}"
A_sess_00205_da4b9763,A,B_sess_00206_0a99de85,B,global_bc1e577c2f5d43df,deterministic,"{""ip_range"": ""10.233.102.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Amsterdam"", ""location_country"": ""NL"", ""hashed_email"": ""e4c80adebf7e40faf21b922f6a9e1367c146b17d1e8b4ac70cce4d08ac505959""}"
A_sess_00207_b290041e,A,B_sess_00208_e8334245,B,global_2e2c8539dade43df,deterministic,"{""ip_range"": ""10.149.103.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""06d6989e85f38fa026c48d954cf09eb0c13fb4a8a375a623c196b0275b62a8b0""}"
A_sess_00209_ca8a9563,A,B_sess_00210_a3cc6054,B,global_566f6be820424cf9,deterministic,"{""ip_range"": ""10.12.104.0/16"", ""device_type"": ""desktop"", ""location_city"": ""New York"", ""location_country"": ""US"", ""hashed_email"": ""dcc4abbc8059fc114136f7c100149446b56f4de21ebe6220b66b75da4972957e""}"
A_sess_00211_49bb82d0,A,B_sess_00212_eb1a6058,B,global_1f9244d359104f52,deterministic,"{""ip_range"": ""10.225.105.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": ""8b331a100389c1137ecd12ca9b31cfd08702614307cfb9cdcdc1ca4ec459341f""}"
A_sess_00213_077a5d6c,A,B_sess_00214_01fc100f,B,global_d573b1174a194059,deterministic,"{""ip_range"": ""10.28.106.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""50c61f336ff121fb2173c1affdda1dbbbeb26f9c3260e3fcb2a7ed9a1bd39ca3""}"
A_sess_00215_8bdae89f,A,B_sess_00216_85545452,B,global_6b4acf3546d74ab8,deterministic,"{""ip_range"": ""10.183.107.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": ""5efe10dda5ec783a512a0a349c82c136b31118aa64964957b99ffd01d8aa5575""}"
A_sess_00217_e8bed7c3,A,B_sess_00218_2347719a,B,global_7bb484758374460e,deterministic,"{""ip_range"": ""10.67.108.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Toronto"", ""location_country"": ""CA"", ""hashed_email"": ""c3cb063be55305a305cfa7d01327420e874cdfc788ca5ef7e8284b792e61810d""}"
A_sess_00219_4da39255,A,B_sess_00220_53bc5fb7,B,global_7579ef6450c3409d,deterministic,"{""ip_range"": ""10.61.109.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""aa202bb969da54f63902b5ee58c79ab9057815957bf12f1dea0fe207c782c99c""}"
A_sess_00221_e7641a5f,A,B_sess_00222_2efb3f8d,B,global_3aba74174aa44afd,deterministic,"{""ip_range"": ""10.179.110.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""90b0785b601f5bd0d9b042b57435daa4fd80e7a7da66cf5b2f7a1d62c5cf7941""}"
A_sess_00223_8b8b9de9,A,B_sess_00224_4e57c08d,B,global_9294379ab0f446c0,deterministic,"{""ip_range"": ""10.143.111.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""70b235382a84d63f7026dcad27f1b034aa44244330c23066e77a65aa3edd7207""}"
A_sess_00225_63a274a1,A,B_sess_00226_350c2ddb,B,global_1066f1d55fad4e62,deterministic,"{""ip_range"": ""10.93.112.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Osaka"", ""location_country"": ""JP"", ""hashed_email"": ""c72c793cb3b68fcfdd8af0774aaea224b3ae91787331828f2eb14dd00e9d2d6e""}"
A_sess_00227_e3fe5ea4,A,B_sess_00228_44c6af0e,B,global_8a915bbfd521410d,deterministic,"{""ip_range"": ""10.54.113.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""684d3442b081573f8272bfa24f229e58a6702f18239b735c3b4dd73f662747bb""}"
A_sess_00229_eaf95423,A,B_sess_00230_e67719d9,B,global_65d5cee4b6134973,deterministic,"{""ip_range"": ""10.221.114.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": ""eef8ef2c12cb263b10352ce6ffd9e2d6d018de6927c1569b9cf010fe31cfc87b""}"
A_sess_00231_da7ac011,A,B_sess_00232_af5ff27c,B,global_35df824faddc4c0e,deterministic,"{""ip_range"": ""10.73.115.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""fae7b91b0a8b075e59a93ae1c637951d9816e69f0a377da8850fa7c1662b8ab7""}"
A_sess_00233_84f88b1b,A,B_sess_00234_523c6a5a,B,global_5bb409666cd041db,deterministic,"{""ip_range"": ""10.199.116.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": ""b386acd1932ac7aff74ec228500d733502b978da0123a9c0baa5df15fd0b7582""}"
A_sess_00235_829264d0,A,B_sess_00236_05639e3b,B,global_92f6f82671834c9b,deterministic,"{""ip_range"": ""10.16.117.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Osaka"", ""location_country"": ""JP"", ""hashed_email"": ""6b8d62441d7870635eafcfeef692aeae24220e4ae2db94ee31460cdf03e500af""}"
A_sess_00237_6d696bd3,A,B_sess_00238_98a069df,B,global_77195c27d9564309,deterministic,"{""ip_range"": ""10.139.118.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""b76541ff6dcdb71c8703a7106f7c03bdf5610b8baebe00c389b5638d42336111""}"
A_sess_00239_b56cd1fc,A,B_sess_00240_a577ecfc,B,global_30be10eb78d44b4b,deterministic,"{""ip_range"": ""10.50.119.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": ""c30c13cce7ec6f3dec4c3e26e8147da219f99d2534935a230969cb76a4d73051""}"
A_sess_00241_c396d82f,A,B_sess_00242_797bd9ea,B,global_21f75afa06e6419f,deterministic,"{""ip_range"": ""10.192.120.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Seoul"", ""location_country"": ""KR"", ""hashed_email"": ""c1c02c5a9fc94fbbb2105214cfee2f246974f16d2d90d75eaa180d9ab14c4e32""}"
A_sess_00243_2c7119d8,A,B_sess_00244_cac03998,B,global_015cc354fe254cb2,deterministic,"{""ip_range"": ""10.60.121.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Sydney"", ""location_country"": ""AU"", ""hashed_email"": ""6fe4bcc2ceb851fc5012ed30cbea3a6722e443c06b3e604c75bf72a253b4f993""}"
A_sess_00245_afd821fa,A,B_sess_00246_7a21936e,B,global_b086820debb94c61,deterministic,"{""ip_range"": ""10.223.122.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""30165144917a8463262f3e1cda0e23e5b21564ddc4c0b43ecfac3dded9be3c79""}"
A_sess_00247_80674829,A,B_sess_00248_a4e63b53,B,global_6f6ad58266534aca,deterministic,"{""ip_range"": ""10.198.123.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Singapore"", ""location_country"": ""SG"", ""hashed_email"": ""a775f583c6c6f37b088a3b06b1179fc7c7e81416099f7e8d46d090482498f0bd""}"
A_sess_00249_ec3ccfaa,A,B_sess_00250_4a3c20d1,B,global_b4eb356625484dbb,deterministic,"{""ip_range"": ""10.97.124.0/16"", ""device_type"": ""tablet"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""f1eb199ad95ee612af4e9415e40a5a265b570f67fa6a9f027c17b0e821e2e466""}"
A_sess_00251_3d14a3e0,A,B_sess_00252_6e890072,B,global_e94f4888934e4a8d,deterministic,"{""ip_range"": ""10.48.125.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Seoul"", ""location_country"": ""KR"", ""hashed_email"": ""92f314ba12df0a3dd9bf772a78d7da839cd8f133f654fcdfd623bd7423fecbae""}"
A_sess_00253_8dd99a6d,A,B_sess_00254_2d09af16,B,global_27101aa3a69b4d58,deterministic,"{""ip_range"": ""10.80.126.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Berlin"", ""location_country"": ""DE"", ""hashed_email"": ""747a66471c1a913b57e2e4ce166d3223fa40b4ed59708829983ebaa7fb7dcbdb""}"
A_sess_00255_7b4844d5,A,B_sess_00256_1e971426,B,global_2797f45c6c8143a6,deterministic,"{""ip_range"": ""10.183.127.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""fb748c99e6cda79ab7c07a9eb0e45207998a25b50b6a0143e99bb4f529828fa6""}"
A_sess_00257_a4653e7a,A,B_sess_00258_3c3b6a4b,B,global_d0b411f124e04d65,deterministic,"{""ip_range"": ""10.109.128.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""215ec3b39c53f36772ae80ced28d532703f2a98794adc005af9fd27194ac3196""}"
A_sess_00259_e6f5cc85,A,B_sess_00260_0bea58a4,B,global_cfbd651275944452,deterministic,"{""ip_range"": ""10.145.129.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Manchester"", ""location_country"": ""GB"", ""hashed_email"": ""d7e298e19dd297587d2a0fdcd9b1c021a4bd63b48441473dcfaea096adc15b59""}"
A_sess_00261_55db4f4d,A,B_sess_00262_382cfe39,B,global_2813fdc7d73343ba,deterministic,"{""ip_range"": ""10.105.130.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""6bfa778444b4240163be05a21664b4cfc25b7423263b494b08bc555e37bdb05a""}"
A_sess_00263_a6738b75,A,B_sess_00264_a52ef295,B,global_d746bf3b85254eec,deterministic,"{""ip_range"": ""10.124.131.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""5d28c8008dff6be1b4c859b2be76f40538b2b510f86c7221897a22d383861b32""}"
A_sess_00265_26bf2c1a,A,B_sess_00266_2a772fdf,B,global_4f2514c38f5d437e,deterministic,"{""ip_range"": ""10.166.132.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Sao Paulo"", ""location_country"": ""BR"", ""hashed_email"": ""d5066b03b411ee62b3188581688d0adab4d49a60c7acd5246e15c5a714b708ee""}"
A_sess_00267_c3da0f87,A,B_sess_00268_3c204000,B,global_836af7efef294cd1,deterministic,"{""ip_range"": ""10.56.133.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""835390aa970bfd5356e4dde32d8fa9e834bb9c9f8f9a00ec747ea1e066d5c6b7""}"
A_sess_00269_fd6479af,A,B_sess_00270_0c882baf,B,global_6cccbb106316439b,deterministic,"{""ip_range"": ""10.50.134.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Osaka"", ""location_country"": ""JP"", ""hashed_email"": ""e91366bef1728fa3116fe699c9e3507112f43aab0e3f1e47afef82559645344c""}"
A_sess_00271_7c60f6d3,A,B_sess_00272_0d04b2b3,B,global_520c3c3e6bf048d5,deterministic,"{""ip_range"": ""10.117.135.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""d8ca5c1be60469018754046aabfe08fabf2d06dabbce6b7bf5faaa1b23cf08d1""}"
A_sess_00273_0851715a,A,B_sess_00274_624fdcc4,B,global_46a040b50d564305,deterministic,"{""ip_range"": ""10.88.136.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Toronto"", ""location_country"": ""CA"", ""hashed_email"": ""a2c4b02dc9cf7c271944c57ce84950ff88c18ac8660d9983dd1d71d138356628""}"
A_sess_00275_8e5c28a8,A,B_sess_00276_738627d3,B,global_4f04e3a87df64936,deterministic,"{""ip_range"": ""10.184.137.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Tokyo"", ""location_country"": ""JP"", ""hashed_email"": ""1375099b2f668a3742d8e51d10622cabc9e328a6a102ea6d2ffff50f45946f1a""}"
A_sess_00277_cc799666,A,B_sess_00278_0e246280,B,global_5f39bcdedae6456a,deterministic,"{""ip_range"": ""10.99.138.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Mumbai"", ""location_country"": ""IN"", ""hashed_email"": ""c5f3fd3efe2b4d31add859a8ac131fc985c7fa1a0488611600b1aa5f2c310178""}"
A_sess_00279_2695d6d0,A,B_sess_00280_c9f208c5,B,global_693103c9642f483f,deterministic,"{""ip_range"": ""10.63.139.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Chicago"", ""location_country"": ""US"", ""hashed_email"": ""adc9682bca20563fd3e198191b17a68aa0c5821465e71305796498026077868d""}"
A_sess_00281_fc2f0620,A,B_sess_00282_ea6be4b6,B,global_acafe031f133473c,deterministic,"{""ip_range"": ""10.233.140.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": ""7f98427e2b3ea9779d53ce2da91de031032f9969bad914547c606bfeaa52b7c1""}"
A_sess_00283_74175669,A,B_sess_00284_dfe232e6,B,global_40f09171d3bf42d7,deterministic,"{""ip_range"": ""10.136.141.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""d1156895ec4c802e86e723db82cbbedeecb982c6231b99e57473d3ff5e7d9537""}"
A_sess_00285_7c31874a,A,B_sess_00286_6888a327,B,global_295d2261aaa34749,deterministic,"{""ip_range"": ""10.15.142.0/16"", ""device_type"": ""mobile"", ""location_city"": ""New York"", ""location_country"": ""US"", ""hashed_email"": ""fb347acfa2c6323ec4a6a4c8d04b85c2ab0654f978ffabd606bb6865045df66d""}"
A_sess_00287_277e1789,A,B_sess_00288_adefe572,B,global_627b877b97b041bd,deterministic,"{""ip_range"": ""10.100.143.0/24"", ""device_type"": ""desktop"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": ""bedd7a6ccc0af719bf058a085d8846eefabff6a8c1604108714b679290e179cc""}"
A_sess_00289_3bc2cb9a,A,B_sess_00290_248fc7e0,B,global_41c4971d54604856,deterministic,"{""ip_range"": ""10.180.144.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Paris"", ""location_country"": ""FR"", ""hashed_email"": ""1d994f150348ff4c46888958dfb48c0b62207744ea3f63ec96015c7a7e6dbf1e""}"
A_sess_00291_49856825,A,B_sess_00292_78d7526f,B,global_2ff3898bd5e34667,deterministic,"{""ip_range"": ""10.126.145.0/16"", ""device_type"": ""mobile"", ""location_city"": ""New York"", ""location_country"": ""US"", ""hashed_email"": ""27e0a61bc8acc74b21a9ee426d5dea96f1a16d4223223ab370398ecd699fce0c""}"
A_sess_00293_0c536285,A,B_sess_00294_927335e7,B,global_5d5415c3e50d4328,deterministic,"{""ip_range"": ""10.30.146.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Chicago"", ""location_country"": ""US"", ""hashed_email"": ""9e717866e1b8121b5bf18d952dbb27e72d322aebf8a143885cfdf24f1a4eaeba""}"
A_sess_00295_46014d77,A,B_sess_00296_5347a6dc,B,global_a31e1607ffc8479f,deterministic,"{""ip_range"": ""10.164.147.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Berlin"", ""location_country"": ""DE"", ""hashed_email"": ""65f3f40242e411a27f02e63cbd1bab9fdae23b162f57948dd56abea41661356f""}"
A_sess_00297_47b256a8,A,B_sess_00298_56a562d1,B,global_584cdd2592084bea,deterministic,"{""ip_range"": ""10.166.148.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Los Angeles"", ""location_country"": ""US"", ""hashed_email"": ""dbfcc2fb76e331e35dcfc8e2f8da831850b12f33600fe0c41dbbf1e8485b3f0e""}"
A_sess_00299_0b36ffcc,A,B_sess_00300_daa7bd09,B,global_7d91d20339c244fe,deterministic,"{""ip_range"": ""10.72.149.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Amsterdam"", ""location_country"": ""NL"", ""hashed_email"": ""571647c833c8ae9d9d60d52cb996d13b88afe57efe82bd738a4df0e2d3069794""}"
A_sess_00301_f8381d6f,A,B_sess_00302_8ce526d0,B,global_ddd7fbed969a4432,deterministic,"{""ip_range"": ""10.178.150.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Seoul"", ""location_country"": ""KR"", ""hashed_email"": ""750e05572c776e7d8b971a720cf35c22b5df15515f87358f8ec17f7cb2100ded""}"
A_sess_00303_1ee19bf1,A,B_sess_00304_fda819c0,B,global_04cc294b9fbc4ae7,deterministic,"{""ip_range"": ""10.228.151.0/24"", ""device_type"": ""mobile"", ""location_city"": ""Mexico City"", ""location_country"": ""MX"", ""hashed_email"": ""c184944b4a6ea97ed4f49defafd6deaeb5d5570b8c05dda8ea947ccad9566550""}"
A_sess_00305_855f624b,A,B_sess_00306_87c47752,B,global_46d068845faf48c3,deterministic,"{""ip_range"": ""10.71.152.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": ""00e66db4104cbbea51d53d445ffc5a6afc8e8459535e98cb8b822b0ba5374ada""}"
A_sess_00307_364d6d4f,A,B_sess_00308_4e110902,B,global_bb304c2c6f6245ba,deterministic,"{""ip_range"": ""10.67.153.0/24"", ""device_type"": ""tablet"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""3eef06493e19027051971950c737b735f6c19fa70ca239e5e964be851a87e1d5""}"
A_sess_00309_f8e27266,A,B_sess_00310_71fb6919,B,global_e4eabea7d3cc42c1,deterministic,"{""ip_range"": ""10.177.154.0/24"", ""device_type"": ""tablet"", ""location_city"": ""Bangalore"", ""location_country"": ""IN"", ""hashed_email"": ""e2243ebf6d2072099048141927e23696471dd1090be9f157063285481b1c6a96""}"
A_sess_00311_04f18a5c,A,B_sess_00312_626a2b2e,B,global_2eb6873b47394ba5,deterministic,"{""ip_range"": ""10.95.155.0/24"", ""device_type"": ""desktop"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""84645eff2c349f19bfe9b708fff5fbc0cb2eb8121fdc7ab05e6991751ec93b55""}"
A_sess_00313_357cb3c1,A,B_sess_00314_05344c57,B,global_4f055ee2b3004a84,deterministic,"{""ip_range"": ""10.214.156.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Berlin"", ""location_country"": ""DE"", ""hashed_email"": ""8195a3ed7dc1a93bb0c3567761dd0bc93afbec87d90cc329bb67c4ee42039d08""}"
A_sess_00315_f1653ec4,A,B_sess_00316_345dd0fe,B,global_8f3195221cc0404f,deterministic,"{""ip_range"": ""10.197.157.0/16"", ""device_type"": ""tablet"", ""location_city"": ""Chicago"", ""location_country"": ""US"", ""hashed_email"": ""67b8087dd5fceb6e149401d652cc54ec099d104784373471f571f21c84ef983a""}"
A_sess_00317_4838b259,A,B_sess_00318_8d9b4e5c,B,global_c62c9daf29a34574,deterministic,"{""ip_range"": ""10.109.158.0/16"", ""device_type"": ""mobile"", ""location_city"": ""London"", ""location_country"": ""GB"", ""hashed_email"": ""d34966173129876518604476692eba8f57199b5e3bbcb0c2a000471b8a400cc5""}"
A_sess_00319_e7700a9c,A,B_sess_00320_253f952d,B,global_3cdecd177dcc467b,deterministic,"{""ip_range"": ""10.136.159.0/16"", ""device_type"": ""mobile"", ""location_city"": ""Houston"", ""location_country"": ""US"", ""hashed_email"": ""e468fef0a886452c009c67d70e6ad410e02d63aad22adfb118374ffecf0248d1""}"
A_sess_00321_a9d9c055,A,B_sess_00322_2abdab6d,B,global_fc45780d725c42f5,deterministic,"{""ip_range"": ""10.230.160.0/16"", ""device_type"": ""desktop"", ""location_city"": ""Berlin"", ""location_country"": ""DE"", ""hashed_email"": ""a339324a729adc834487d07b6188be286e22c4c94055c6e6b8fda2010e9dff9e""}"
